Metric,Dataset,Side,Model_A,Model_B,Mean_Value_A,Mean_Value_B,P-Value,Significant
Sensitivity_Class0,All_Augment_tain,left,MLP,SqueezeNet,0.9762,0.9298,1.604940651090793e-159,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MLP,SVM,0.9762,0.9536,2.254227561036273e-64,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MobileNet,PointNet,0.9536,0.9305,1.2832446093340272e-47,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MobileNet,ResNet+AE,0.9536,0.9298,1.9649646429174786e-163,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MobileNet,ResNet,0.9536,0.9767,5.965999403855817e-160,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MobileNet,SqueezeNet,0.9536,0.9298,1.9649646429174786e-163,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MobileNet,SVM,0.9536,0.9536,1.0,No
Sensitivity_Class0,All_Augment_tain,left,PointNet,ResNet+AE,0.9305,0.9298,0.6606961993055013,No
Sensitivity_Class0,All_Augment_tain,left,PointNet,ResNet,0.9305,0.9767,3.338815005789033e-170,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,PointNet,SqueezeNet,0.9305,0.9298,0.6606961993055013,No
Sensitivity_Class0,All_Augment_tain,left,PointNet,SVM,0.9305,0.9536,1.2832446093340272e-47,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,ResNet+AE,ResNet,0.9298,0.9767,1.6611129690174466e-253,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,ResNet+AE,SqueezeNet,0.9298,0.9298,1.0,No
Sensitivity_Class0,All_Augment_tain,left,ResNet+AE,SVM,0.9298,0.9536,1.9649646429174786e-163,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,ResNet,SqueezeNet,0.9767,0.9298,1.6611129690174466e-253,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,ResNet,SVM,0.9767,0.9536,5.965999403855817e-160,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,SqueezeNet,SVM,0.9298,0.9536,1.9649646429174786e-163,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,MobileNet,0.9392,0.9189,2.7823216481005364e-154,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,PointNet,0.9392,0.9198,1.0086912155661683e-38,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,ResNet+AE,0.9392,0.9189,2.7823216481005364e-154,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,ResNet,0.9392,0.9189,2.7823216481005364e-154,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,SqueezeNet,0.9392,0.858,0.0,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MLP,SVM,0.9392,0.9598,2.2790548432190868e-152,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MobileNet,PointNet,0.9189,0.9198,0.5531539570917764,No
Sensitivity_Class0,All_Augment_tain,right,MobileNet,ResNet+AE,0.9189,0.9189,1.0,No
Sensitivity_Class0,All_Augment_tain,right,MobileNet,ResNet,0.9189,0.9189,1.0,No
Sensitivity_Class0,All_Augment_tain,right,MobileNet,SqueezeNet,0.9189,0.858,0.0,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,MobileNet,SVM,0.9189,0.9598,6.636940597285151e-248,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,PointNet,ResNet+AE,0.9198,0.9189,0.5531539570917764,No
Sensitivity_Class0,All_Augment_tain,right,PointNet,ResNet,0.9198,0.9189,0.5531539570917764,No
Sensitivity_Class0,All_Augment_tain,right,PointNet,SqueezeNet,0.9198,0.858,1.4500083604746147e-228,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,PointNet,SVM,0.9198,0.9598,4.363398371488369e-151,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,ResNet+AE,ResNet,0.9189,0.9189,1.0,No
Sensitivity_Class0,All_Augment_tain,right,ResNet+AE,SqueezeNet,0.9189,0.858,0.0,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,ResNet+AE,SVM,0.9189,0.9598,6.636940597285151e-248,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,ResNet,SqueezeNet,0.9189,0.858,0.0,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,ResNet,SVM,0.9189,0.9598,6.636940597285151e-248,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,right,SqueezeNet,SVM,0.858,0.9598,0.0,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,MLP,MobileNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MLP,PointNet,0.9452,0.9721,2.6789023849934073e-145,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,MLP,ResNet+AE,0.9452,0.9189,7.739554695963351e-148,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,MLP,ResNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MLP,SqueezeNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MLP,SVM,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MobileNet,PointNet,0.9452,0.9721,2.6789023849934073e-145,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,MobileNet,ResNet+AE,0.9452,0.9189,7.739554695963351e-148,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,MobileNet,ResNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MobileNet,SqueezeNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,MobileNet,SVM,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,PointNet,ResNet+AE,0.9721,0.9189,9.26710375908947e-233,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,PointNet,ResNet,0.9721,0.9452,2.6789023849934073e-145,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,PointNet,SqueezeNet,0.9721,0.9452,2.6789023849934073e-145,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,PointNet,SVM,0.9721,0.9452,2.6789023849934073e-145,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,ResNet+AE,ResNet,0.9189,0.9452,7.739554695963351e-148,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,ResNet+AE,SqueezeNet,0.9189,0.9452,7.739554695963351e-148,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,ResNet+AE,SVM,0.9189,0.9452,7.739554695963351e-148,Yes (p<0.01)
Sensitivity_Class0,Ds005602,left,ResNet,SqueezeNet,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,ResNet,SVM,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,left,SqueezeNet,SVM,0.9452,0.9452,1.0,No
Sensitivity_Class0,Ds005602,right,MLP,MobileNet,0.9497,0.9249,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MLP,PointNet,0.9497,0.975,2.824162521558953e-65,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MLP,ResNet+AE,0.9497,0.9249,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MLP,ResNet,0.9497,0.9497,1.0,No
Sensitivity_Class0,Ds005602,right,MLP,SqueezeNet,0.9497,0.9249,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MLP,SVM,0.9497,0.9497,1.0,No
Sensitivity_Class0,Ds005602,right,MobileNet,PointNet,0.9249,0.975,2.8299210275588634e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MobileNet,ResNet+AE,0.9249,0.9249,1.0,No
Sensitivity_Class0,Ds005602,right,MobileNet,ResNet,0.9249,0.9497,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,MobileNet,SqueezeNet,0.9249,0.9249,1.0,No
Sensitivity_Class0,Ds005602,right,MobileNet,SVM,0.9249,0.9497,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,PointNet,ResNet+AE,0.975,0.9249,2.8299210275588634e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,PointNet,ResNet,0.975,0.9497,2.824162521558953e-65,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,PointNet,SqueezeNet,0.975,0.9249,2.8299210275588634e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,PointNet,SVM,0.975,0.9497,2.824162521558953e-65,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,ResNet+AE,ResNet,0.9249,0.9497,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,ResNet+AE,SqueezeNet,0.9249,0.9249,1.0,No
Sensitivity_Class0,Ds005602,right,ResNet+AE,SVM,0.9249,0.9497,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,ResNet,SqueezeNet,0.9497,0.9249,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds005602,right,ResNet,SVM,0.9497,0.9497,1.0,No
Sensitivity_Class0,Ds005602,right,SqueezeNet,SVM,0.9249,0.9497,2.96061770883244e-158,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,MobileNet,1.0,0.7448,3.079003792169018e-281,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,PointNet,1.0,0.7448,3.079003792169018e-281,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,ResNet+AE,1.0,0.7448,3.079003792169018e-281,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,ResNet,1.0,0.7448,3.079003792169018e-281,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,SqueezeNet,1.0,0.6292,0.0,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MLP,SVM,1.0,0.8762,3.0866759208695437e-159,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MobileNet,PointNet,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,MobileNet,ResNet+AE,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,MobileNet,ResNet,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,MobileNet,SqueezeNet,0.7448,0.6292,1.1940172350143074e-146,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,MobileNet,SVM,0.7448,0.8762,3.4217940174346394e-176,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,PointNet,ResNet+AE,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,PointNet,ResNet,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,PointNet,SqueezeNet,0.7448,0.6292,1.1940172350143074e-146,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,PointNet,SVM,0.7448,0.8762,3.4217940174346394e-176,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,ResNet+AE,ResNet,0.7448,0.7448,1.0,No
Sensitivity_Class0,Ds004469,left,ResNet+AE,SqueezeNet,0.7448,0.6292,1.1940172350143074e-146,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,ResNet+AE,SVM,0.7448,0.8762,3.4217940174346394e-176,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,ResNet,SqueezeNet,0.7448,0.6292,1.1940172350143074e-146,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,ResNet,SVM,0.7448,0.8762,3.4217940174346394e-176,Yes (p<0.01)
Sensitivity_Class0,Ds004469,left,SqueezeNet,SVM,0.6292,0.8762,1.5036092714883596e-286,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MLP,MobileNet,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MLP,PointNet,1.0,1.0,1.0,No
Sensitivity_Class0,Ds004469,right,MLP,ResNet+AE,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MLP,ResNet,1.0,0.809,5.251296767122398e-263,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MLP,SqueezeNet,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MLP,SVM,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MobileNet,PointNet,0.9019,1.0,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MobileNet,ResNet+AE,0.9019,0.9019,1.0,No
Sensitivity_Class0,Ds004469,right,MobileNet,ResNet,0.9019,0.809,1.7045593518952092e-158,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,MobileNet,SqueezeNet,0.9019,0.9019,1.0,No
Sensitivity_Class0,Ds004469,right,MobileNet,SVM,0.9019,0.9019,1.0,No
Sensitivity_Class0,Ds004469,right,PointNet,ResNet+AE,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,PointNet,ResNet,1.0,0.809,5.251296767122398e-263,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,PointNet,SqueezeNet,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,PointNet,SVM,1.0,0.9019,2.276068107310651e-154,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,ResNet+AE,ResNet,0.9019,0.809,1.7045593518952092e-158,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,ResNet+AE,SqueezeNet,0.9019,0.9019,1.0,No
Sensitivity_Class0,Ds004469,right,ResNet+AE,SVM,0.9019,0.9019,1.0,No
Sensitivity_Class0,Ds004469,right,ResNet,SqueezeNet,0.809,0.9019,1.7045593518952092e-158,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,ResNet,SVM,0.809,0.9019,1.7045593518952092e-158,Yes (p<0.01)
Sensitivity_Class0,Ds004469,right,SqueezeNet,SVM,0.9019,0.9019,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MLP,MobileNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MLP,PointNet,0.6561,0.6977,1.610212311880359e-154,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,MLP,ResNet+AE,0.6561,0.6996,3.470088198488067e-159,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,MLP,ResNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MLP,SqueezeNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MLP,SVM,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MobileNet,PointNet,0.6561,0.6977,1.610212311880359e-154,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,MobileNet,ResNet+AE,0.6561,0.6996,3.470088198488067e-159,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,MobileNet,ResNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MobileNet,SqueezeNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,MobileNet,SVM,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,PointNet,ResNet+AE,0.6977,0.6996,0.3145176555017173,No
Sensitivity_Class1,All_Augment_tain,left,PointNet,ResNet,0.6977,0.6561,1.610212311880359e-154,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,PointNet,SqueezeNet,0.6977,0.6561,1.610212311880359e-154,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,PointNet,SVM,0.6977,0.6561,1.610212311880359e-154,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,ResNet+AE,ResNet,0.6996,0.6561,3.470088198488067e-159,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,ResNet+AE,SqueezeNet,0.6996,0.6561,3.470088198488067e-159,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,ResNet+AE,SVM,0.6996,0.6561,3.470088198488067e-159,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,left,ResNet,SqueezeNet,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,ResNet,SVM,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,left,SqueezeNet,SVM,0.6561,0.6561,1.0,No
Sensitivity_Class1,All_Augment_tain,right,MLP,MobileNet,0.6064,0.5515,1.2297591556183976e-153,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MLP,PointNet,0.6064,0.6564,3.4151193627956414e-54,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MLP,ResNet+AE,0.6064,0.6573,2.578477338271854e-147,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MLP,ResNet,0.6064,0.6618,4.7917937346642655e-61,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MLP,SqueezeNet,0.6064,0.5571,1.1524417897408255e-51,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MLP,SVM,0.6064,0.5515,1.2297591556183976e-153,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MobileNet,PointNet,0.5515,0.6564,4.153460885930476e-239,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MobileNet,ResNet+AE,0.5515,0.6573,5.585063687957298e-246,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MobileNet,ResNet,0.5515,0.6618,1.344504115300423e-245,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,MobileNet,SqueezeNet,0.5515,0.5571,0.026520875370477266,Yes (p<0.05)
Sensitivity_Class1,All_Augment_tain,right,MobileNet,SVM,0.5515,0.5515,1.0,No
Sensitivity_Class1,All_Augment_tain,right,PointNet,ResNet+AE,0.6564,0.6573,0.7384652084134202,No
Sensitivity_Class1,All_Augment_tain,right,PointNet,ResNet,0.6564,0.6618,0.03744347590322209,Yes (p<0.05)
Sensitivity_Class1,All_Augment_tain,right,PointNet,SqueezeNet,0.6564,0.5571,2.2297009092825404e-134,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,PointNet,SVM,0.6564,0.5515,4.153460885930476e-239,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,ResNet+AE,ResNet,0.6573,0.6618,0.08192860215844881,No
Sensitivity_Class1,All_Augment_tain,right,ResNet+AE,SqueezeNet,0.6573,0.5571,6.582752951276087e-138,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,ResNet+AE,SVM,0.6573,0.5515,5.585063687957298e-246,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,ResNet,SqueezeNet,0.6618,0.5571,1.2523874618893745e-244,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,ResNet,SVM,0.6618,0.5515,1.344504115300423e-245,Yes (p<0.01)
Sensitivity_Class1,All_Augment_tain,right,SqueezeNet,SVM,0.5571,0.5515,0.026520875370477266,Yes (p<0.05)
Sensitivity_Class1,Ds005602,left,MLP,MobileNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MLP,PointNet,0.948,0.8002,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,MLP,ResNet+AE,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MLP,ResNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MLP,SqueezeNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MLP,SVM,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MobileNet,PointNet,0.948,0.8002,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,MobileNet,ResNet+AE,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MobileNet,ResNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MobileNet,SqueezeNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,MobileNet,SVM,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,PointNet,ResNet+AE,0.8002,0.948,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,PointNet,ResNet,0.8002,0.948,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,PointNet,SqueezeNet,0.8002,0.948,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,PointNet,SVM,0.8002,0.948,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,left,ResNet+AE,ResNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,ResNet+AE,SqueezeNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,ResNet+AE,SVM,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,ResNet,SqueezeNet,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,ResNet,SVM,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,left,SqueezeNet,SVM,0.948,0.948,1.0,No
Sensitivity_Class1,Ds005602,right,MLP,MobileNet,0.7089,0.7688,4.0428184081066866e-165,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MLP,PointNet,0.7089,0.7696,1.6514569155654028e-68,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MLP,ResNet+AE,0.7089,0.8832,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MLP,ResNet,0.7089,0.8263,3.324448512072704e-251,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MLP,SqueezeNet,0.7089,0.8263,3.324448512072704e-251,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MLP,SVM,0.7089,0.7089,1.0,No
Sensitivity_Class1,Ds005602,right,MobileNet,PointNet,0.7688,0.7696,0.7458552693623925,No
Sensitivity_Class1,Ds005602,right,MobileNet,ResNet+AE,0.7688,0.8832,5.200314960066947e-239,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MobileNet,ResNet,0.7688,0.8263,5.026479660869937e-144,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MobileNet,SqueezeNet,0.7688,0.8263,5.026479660869937e-144,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,MobileNet,SVM,0.7688,0.7089,4.0428184081066866e-165,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,PointNet,ResNet+AE,0.7696,0.8832,8.90333575662695e-147,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,PointNet,ResNet,0.7696,0.8263,2.685450933794891e-60,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,PointNet,SqueezeNet,0.7696,0.8263,2.685450933794891e-60,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,PointNet,SVM,0.7696,0.7089,1.6514569155654028e-68,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,ResNet+AE,ResNet,0.8832,0.8263,9.18871832080982e-151,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,ResNet+AE,SqueezeNet,0.8832,0.8263,9.18871832080982e-151,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,ResNet+AE,SVM,0.8832,0.7089,0.0,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,ResNet,SqueezeNet,0.8263,0.8263,1.0,No
Sensitivity_Class1,Ds005602,right,ResNet,SVM,0.8263,0.7089,3.324448512072704e-251,Yes (p<0.01)
Sensitivity_Class1,Ds005602,right,SqueezeNet,SVM,0.8263,0.7089,3.324448512072704e-251,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,MLP,MobileNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MLP,PointNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MLP,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MLP,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MLP,SqueezeNet,0.0,0.3246,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,MLP,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MobileNet,PointNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MobileNet,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MobileNet,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,MobileNet,SqueezeNet,0.0,0.3246,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,MobileNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,PointNet,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,PointNet,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,PointNet,SqueezeNet,0.0,0.3246,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,PointNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,ResNet+AE,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,ResNet+AE,SqueezeNet,0.0,0.3246,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,ResNet+AE,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,ResNet,SqueezeNet,0.0,0.3246,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,left,ResNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,left,SqueezeNet,SVM,0.3246,0.0,5.3837236905622334e-163,Yes (p<0.01)
Sensitivity_Class1,Ds004469,right,MLP,MobileNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MLP,PointNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MLP,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MLP,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MLP,SqueezeNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MLP,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MobileNet,PointNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MobileNet,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MobileNet,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MobileNet,SqueezeNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,MobileNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,PointNet,ResNet+AE,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,PointNet,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,PointNet,SqueezeNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,PointNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,ResNet+AE,ResNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,ResNet+AE,SqueezeNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,ResNet+AE,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,ResNet,SqueezeNet,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,ResNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class1,Ds004469,right,SqueezeNet,SVM,0.0,0.0,1.0,No
Specificity_Class0,All_Augment_tain,left,MLP,MobileNet,0.6561,0.6561,1.0,No
